llama	9	9.134164503469966	0.8152249313552087
non_load	9	9.147029853464472	0.8233783916691988
load	9	9.142295271158218	0.8239097761423458
llama	19	9.159750849021545	0.8177766603573929
non_load	19	9.137336167998303	0.8131347348923695
load	19	9.165232601385231	0.8141212289156656
llama	29	9.157891440170783	0.8147777507465114
non_load	29	9.155222516333225	0.8187467953527026
load	29	9.156121788643025	0.8187139869474832
llama	39	9.176042767093072	0.8141202252751322
non_load	39	9.17546539243335	0.8154792443044638
load	39	9.163597936275737	0.811556462758304
llama	49	9.189994285672839	0.8131366127885854
non_load	49	9.148337373182924	0.8225526942536722
load	49	9.176189409251567	0.8234971905343259
llama	59	9.188699135804358	0.8176325831403002
non_load	59	9.16073062371844	0.8224298737566281
load	59	9.182699345360653	0.8162505348805492
llama	69	9.204829735927332	0.8163241049558866
non_load	69	9.162671963458228	0.8266862994939502
load	69	9.183352115704862	0.8184287913584948
llama	78	9.189006508175844	0.8258138617979512
non_load	78	9.168542053308622	0.8188001788483044
load	78	9.20924165409245	0.8213596157107222
