,a,b,turns
635,4.851504802703857,4.851504802703857,18
636,4.67101526260376,4.67101526260376,15
637,4.8565521240234375,4.8565521240234375,20
638,4.447826385498047,4.369158744812012,20
639,4.742979526519775,4.764425277709961,10
640,4.785782814025879,4.796903610229492,18
641,4.603416919708252,4.642579555511475,12
642,4.8789191246032715,4.8789191246032715,20
643,4.850942611694336,4.850942611694336,20
644,4.4483232498168945,4.463558673858643,12
645,4.46800422668457,4.355944633483887,5
646,4.58590841293335,4.4430251121521,14
647,4.309986114501953,4.309986114501953,5
648,4.755051136016846,4.755051136016846,20
649,4.426738262176514,4.440295696258545,7
650,4.663232803344727,4.663232803344727,17
651,4.376908779144287,4.406991004943848,7
652,4.323708534240723,4.323708534240723,3
653,4.334509372711182,4.334509372711182,4
654,4.420976161956787,4.440768718719482,4
655,4.694244861602783,4.69991397857666,15
656,4.616280555725098,4.608755111694336,20
657,4.555302619934082,4.555302619934082,9
658,4.938901424407959,4.938901424407959,20
659,4.653733730316162,4.646468162536621,10
660,4.696243762969971,4.710326671600342,12
661,4.366092681884766,4.366092681884766,11
662,4.2044172286987305,4.2044172286987305,4
663,4.808895587921143,4.808895587921143,20
664,4.836021900177002,4.836021900177002,19
665,4.659233570098877,4.659233570098877,20
666,4.697133541107178,4.697607040405273,17
667,4.429319858551025,4.489720821380615,8
668,4.596444606781006,4.599593162536621,9
669,4.332294940948486,4.332294940948486,4
670,4.593386173248291,4.5188751220703125,17
671,4.556619167327881,4.583086013793945,12
672,4.840320110321045,4.840320110321045,20
673,4.642205715179443,4.638128757476807,20
674,4.922730922698975,4.922730922698975,20
675,4.703525066375732,4.729734420776367,11
676,4.822929382324219,4.829151630401611,20
677,4.70518684387207,4.775082111358643,16
678,4.5345048904418945,4.58188009262085,20
679,4.819222450256348,4.819222450256348,18
680,4.508268356323242,4.485974311828613,9
681,4.804836750030518,4.804836750030518,15
682,4.580045223236084,4.56415319442749,11
683,4.41114616394043,4.41114616394043,10
684,4.760092258453369,4.766585826873779,20
685,4.259073734283447,4.259073734283447,3
686,4.564390659332275,4.561304092407227,9
687,4.757829666137695,4.757829666137695,12
